Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,14 Nov 2021,5,Sulagna Biswas,It's looking grear
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,26 Aug 2024,4,Adarsh,"Looks as well as quality of fabric is very good 
No colour fade at all even it's the most darkest shirt in my collection but no fade in colour "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Nov 2021,5,Abhijeet Agarkar,Definitely worth your money ......goes great with formal and casual ........ 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Oct 2024,5,Harshit,The stuff of the shoot is very good value for money product the looks of the shirt is just same as showing the picture the fitting of the shirt is very perfect
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,6 Sept 2024,5,Vishal Joshi,Fitting is very good thanks Highlander and Myntra
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Sept 2021,5,Koustav Haldar,"Awesome product, The fabric is very nice, the yarn is very good"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,23 July 2024,4,Ch Vinod Reddy,Good product and quality and also correct fitting to my body thankyou Myntra ang brand highlander iwill write deep  a review ofter using 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Aug 2024,4,Vishal,Perfect for me. Size 39 and quality is just brilliant. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,16 Mar 2025,5,Anukool,"perfect for everyday wear. The fit is true to size, and the design looks exactly as pictured. It's stylish, comfortable, and great quality for the price."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,31 Aug 2024,4,Puja Mahanta,"Quality of this shirt is very good and the colour combination also , it worth every penny really my brother like this shirt it's food."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 May 2020,4,Farukbhai Harunbhai,Perfect fitting
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 Sept 2024,4,Myntra Customer,The fitting is good a little loose but its okay and the material is not purely cotton overall a good product at this price range 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 Oct 2023,5,Deepak Shankar Karkera,"This shirt has a unique texture and fitting..we can wear and approach it as in formals as well as in casual too🤘🏻😎
Thank you Myntra♥️"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,2 Aug 2021,5,Pk Production,Shirt is good colour is not fade after washing
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,27 Sept 2021,5,Sharath Bhat,Awesome product . Super quality perfect fit ??? love this . 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 Mar 2024,4,Md Sarfaraz Alam,Kapda quality best hain hain or jiska chest 32 se 35 tak hain usko thora loos hogga but shirt ka color bhi mast h le sakte ho 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 Oct 2024,4,Mann,Colour is same as shown in the picture. Quality looks good so far but it's more like a cotton shirt so you have to iron more.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 Aug 2024,5,Jayesh Padhiyar,Fantastic fitting. Best material heavy gauge fabric. Loved it! 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Oct 2024,5,6209512523,यह product बहुत ही अच्छा है इसे एक बार जरूर खरीदे       ❣️THANK YOU ❣️
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Mar 2025,5,Akshat,"Very good casual shirt from highlander, fit is good and fabric  texture is smooth, and colour didnt fade away after wash. Overall worth it…"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,31 Aug 2024,5,Vishal,"Over-all comfort and fittings are perfect, and I liked the checked patter very much , that's a good quality product . Thank you  mintra ❤️"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,6 June 2024,5,Pinku,Cloth quality is great and looks solid. The real shirt is accurate to the picture. Doing exchange due to added weight and flesh around my body.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 June 2024,5,Raj,"Value for money, fabric quality is better than expected, the shine of fabric give luxurious look and got many head turn on me while walking. "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 Sept 2024,5,Vishal,"The green checks and dark colour makes it aesthetic and the quality is surprisingly good and the colour too
And fits with every outfit😉"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Sept 2024,5,Akash Gowda,"Color and clothe quality is just perfect... I have ordered size 40.. but felt little tight at the shoulder... 
But the product is perfect "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Sept 2024,4,Myntra Customer,The fit was just right but the length was a bit short for my liking. Material is also soft. All in all a good product 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 June 2024,4,Satyam Mishra,The quality of the t-shirt is pretty good and  i had to give it to the tailor for fitting and it turned out perfect.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 Sept 2024,4,Ganesh,Material and quality is good. Color is good not fading after washes. Overall the product is good and worth the money
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Sept 2021,5,Ritaban Ghosh,"Colour is really awesome as shown in the picture... The quality of the cloth is very good... and It fits well... Value for money ...
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 May 2024,4,Sai,Nice shirt with good looking colour but fitting is too tight... I Suggest to get upper size then your regular size
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 Aug 2024,5,B Swathi,"My husband likes this shirt very much 😊 and the quality, fabric is perfect 👍🏻 At this cost it's really amazing 🤩 Thank you "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,2 Dec 2023,5,Abinesh Shanmuganathan,One of my best purchase till date. Favorite shirt in my day to day wear. Still using without any damage to my shirt after serval wash. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Aug 2024,4,Nikhil Kumar,This product is very good and i have better experience on this app so my thought will this product is amazing✌
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,19 Aug 2024,5,Shaurya Srivastav,"This is going to be my favourite shirt till now 
Perfect size
Perfect quality 
Perfect styling 
The best shirt till now I've ordered "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Nov 2020,4,Jigar Gajora,"Although I liked the color of the shirt, but I had to alter it to my fitting but after that I am very satisfied with the shirt♥️"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Sept 2024,5,Praveen Singh,"Quality is just average but overall good looking shirt in such range so value for money 
But buy Extra size which you normally wear "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Nov 2023,4,Ashutosh Gautam,"4 star bcoz its nice as expected, i would give 5 star but there is some yarns show so i have to cut it sharply"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 July 2025,5,Lakshit Jain,"Stylish, comfortable, and versatile — this shirt is perfect for casual meetups, coffee dates, or even a relaxed office setting."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,1 Aug 2025,4,Subhodip Sarkar,"Good quality at this price point.
Order one size smaller from your local market purchase this will be very good"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Nov 2023,5,Being Dharmaraj,The cloth of this shirt is surprisingly rich in quality..... I feel really comfortable and confident as well wearing this shirt....
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,19 Aug 2024,5,Nithish,As expected with good quality and it's with in the budget.. suggest blindly go for it..
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,27 Aug 2024,4,Abhinay Singh Rao,"The shirt is nice, and a good fit, however it's not pure cotton, rest everything is good so 4 stars out of 5"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,2 Oct 2024,5,Avkash Tiwari,Excellent quality and excellent fitting.... awesome product..Thnx Myntra I m just loving it to do the shopping at ur website...
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,20 May 2024,5,Guhan Arul,The shirt is looking really good. Actually it will suit both casual as well as formal look. Overall satisfied with the purchase. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 Sept 2024,4,Bharat Sharma,"The shirt is of very comfortable material, good in fitting and the colour and shade is very urban and cool."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Aug 2024,5,Rashim,Good quality shirt and price is less as well.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,21 Dec 2020,5,Sivakumar,"Cloth fitting is too good, totally i loved it. "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 Sept 2024,5,Sakki Khan,Its nice shirt but a little small for me but i managed to wear it but good quality and colour... Always good to buy on myntra
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Aug 2024,5,Kunal,The product was awesome and it's quality is also superb. I like the product very much. The product was beyond my expectations.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Oct 2021,5,Naveen Baid,Product quality is super as expected...?
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,27 Sept 2023,5,Susovon Ghosh,Perfect Fitting and loved the colour. ❤️
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Sept 2024,4,Simpul Simon,Good shirt but due to the colour it may look brand new shirt as an old one but it's comfortable to wear 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Aug 2024,5,Dhruv,"Good service delivered within 1 days... Excellent... The product received is too... Good... My husband likes the product.. 
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Oct 2024,5,Nitanshu Dhiman,"Fabric awesome, fitting top notch, colour as you can see in pictures same as it is don't think just buy..
Thank you myntra "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Apr 2025,5,Rakesh,"This is a good stylish shirt and quality also very good . I like it.

Definitely I would recommend that.

Thank You Myntra"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,11 Aug 2024,5,Ishu,"It just way too good for this prize range ..... colour fabric and fit is awesome ....must buy product for this price range 
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Aug 2024,5,Bijoy Madhu,"Achha hai , bohot khas nahi "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,14 Jan 2025,4,Amit Singh,Shirt is pure cotton and look is good. If you wear 40 size then order 42. I am happy with this product 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Apr 2025,4,Aneek Ghosh,Value for money 💰 and decent product🤍
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,20 June 2024,5,Manisha Thadani,Really very nice shirt. The colour and quality is just perfect. Looks very nice. It is pure cotton shirt with good fitting.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 June 2024,5,Anshuman Dey,The shirt is quit good 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 May 2025,5,Yogesh,"This shirt is very comfortable, I wore it for many days and still it remained the same and its colour did not change💗"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 May 2024,5,Suman Maity,"A very good looking shirt , I made this purchase for my sister's husband and he liked it very much. Good quality shirt also"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,10 Aug 2025,5,Gowtham Kumar,Best cloth best fit and slim fit and after wash also cloth reflects the same shine and texture.over all mixture review.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,20 Sept 2024,4,Vicky,"Thw product was pretty good , good than offline shops , and the quality of the product is also good"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,21 July 2024,4,Halesh,Value for money and it's looking  beautiful✨. Clothe quality is good 👍Easley you can bye it. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Aug 2024,5,Mayank,"This is a very cool shirt, you guys don't even think about buying it 
And Thank you Myntra for best experience 🤌🤌"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,23 Aug 2024,5,Siddharth Singh,Fabric is awesome and well fitted shirt and the colour and print is awesome 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,21 Aug 2024,5,Vineet Solanki,What a lovely fitting it looks like it is made only for me.  Great and I found it very low price it's too much great
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,11 July 2020,4,Jeny Laishram,Sizing is smaller than other brand so go for a size up.. nice shirt material is not so soft but its ok.. really nice colour same as picture 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Sept 2024,5,Sd,The Product is really awesome in this price and the febric is purely cotton which is very comfortable to wear🥰
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 June 2025,3,Manthan,"Bought it as a casual shirt but works well for office too. Looks great tucked in with black pants. Fabric isn’t premium, but decent for the price."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Oct 2021,5,Bhushan Nagare,Nice shirt thanks Myntra ?
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Apr 2024,5,Rituja Tiwari,"I ordered it for my brother for Diwali.....and my brother is looking handsome in this shirt.....go for it guysssss
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Aug 2024,4,Vikram,"Good shirt looks awesome. 1st impression Very good , lets see what it becomes after washing "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 Aug 2024,3,Shubh,"Masterpiece design anyone like this colour.
In quality is excellent
If you like the design you all should buy this
Everyone can buy this colour "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 June 2025,5,Mayank Kumar,Nice fit i bought size 39  and it's perfect fit and the clothe's texture is also very good at this price range
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,24 Dec 2020,5,Bishnupriya Patra,Vrey good product.. Thumbs up?
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,29 Apr 2024,4,Aishwarya,The colour of the product is not same as shown in picture but the fit and quality are good
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 Nov 2024,5,Dhanush,"Quality of the product is too good and worth for price and I m satisfied  by size fit and quality of product 
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 Apr 2024,5,Ishank Goel,Amazing quality. One of the best that I have got. The design and fit are perfect. Best for most of the occasions.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Mar 2024,5,Vinoth,"Bought this shirt on a offer, the fit was perfect and I have washed it many times, but still it hasn't faded yet."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,5 Oct 2024,4,Kaila Arul,"Good Shirt. Got it in good cost. The color and cost is good
The product is value for money "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,28 Sept 2021,5,Sayan Biswas,Nice cotton..very comfortable
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 July 2020,5,Yuganth,I gifted it to my love...n it suited him very much n he looked soo cute with this shirt
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,20 Aug 2024,5,Sujith Reddy,Too good for the price offered by Myntra. The material and the color combination were very good. Worthy buy .
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Dec 2024,5,Myntra Customer,"Absolutely in love with the product! Perfect fitting, looks nice.
The colour and the pattern is lovely 🌹"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 July 2024,4,Janki Patel,"Comfortable, the colour is the same as in the picture, febric quality is too good 👍."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Aug 2024,5,Ratan Chauhan,Solid colour with high quality fabric is used and price is too good of highlander company thanks too Myntra 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,19 Aug 2024,5,Shouvik Das,Perfect fit... Loved it..
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,9 Aug 2024,5,Myntra Customer,This is an amazing shirt. Same colour as shown. Stitching is nice. Fabric is awesome. Loved it on my man.  
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 July 2024,4,Hareesh,"Item overall good quality but looks like dull color, but acceptable at this price tag"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,30 Sept 2023,4,Tamali Chakraborty,"Nice shirt , i thought it would be cotton material but it's polyester other wise okey. "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Sept 2024,5,Divyanshu,"The shirt is really good, it looks good , great quality feels great, like this shirt just feels too good."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Oct 2024,5,Yashas Ap,"Good one ,no colour fading I have watched it 3 times then Im writing this review. I recommend you to buy"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,14 May 2024,5,Shubham Salgaonkar,I like wearing this Shirt every week.. It's so silky smooth and the color really goes well with black jeans
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,6 Nov 2025,5,Abi,Good one on this prize. Material is good !!
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 Sept 2025,5,Subham Dhibar,"Very comfortable to wear , I'm using this shirt for more than 6 Months for office use no issues found "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,3 Sept 2024,4,Myntra Customer,Size bought 39.Cloth is very much comfortable and fit.Good quality from highlander.
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,31 May 2024,4,Ricky,The fit was just right and the fabric isn't the best out there but decent enough. 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 Mar 2025,5,Sakshi Raj,Great absolutely loved it .. Wearing it feels really soft and smooth loved the logo .. Pls go for it 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,27 Sept 2024,5,Salman,"It fits me perfectly, adds to my physique, great if you're looking for something aesthetic but simple."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,2 Oct 2023,4,Dhiraj Singha,"Good product 👍as expected,i liked the meterial is soo good
"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,27 Dec 2020,4,Chandu Marthati,"The length and fit suits perfect on me 
Especially my arms just fitted very well "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,18 Dec 2024,5,Shahbaz,The quality of shirt is excellent. The fabric of this cloth is so good on skin .The fit is too right
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,13 Nov 2024,5,Aniket Deshmukh,The product was very good at all . The cloth material was gery good in this budget
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 Mar 2025,4,Zeeshan Ahmad,"Love the product. Little thick, not for summer. Can be styled in variety of ways. "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 July 2024,5,Lavanya G,The quality of the product was very nice and the service was also very professional. Thank you Mynthra
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,25 Sept 2024,5,Neha Mukadam,The shirt i received is as same as shown in the picture ! The material the colour is perfect as well
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 Oct 2023,5,Manikanta,"It's soo nice fabric, quality and colour design ....
For shopping myntra is the best place.....🙂"
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,23 July 2024,4,Balu Battula,"Liked the product very much 
Quality of the product's fabric is also very good "
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,15 Aug 2024,4,Hitesh Agrawal,"Good Cloth Quality.
Color didn't washed even after many washes.
Worth buying it."
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,2 July 2025,4,Sai Krishna,Shirt is simply awesome...Exact fit and quality and colour is also as expected..
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,12 Sept 2024,4,Prateek Pandey,The quality of the shirt is good you can go for it as a good option in budget .
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,8 Dec 2024,4,Nitin,Colour doesn't faded till now. You can pair it with both formal or jeans pants 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,22 Aug 2022,5,Chikhwn Basumatary,Best product ever that I have brought from online .. must buy for Thin and Tall Guys like me..
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,17 Jan 2025,5,Kunal Dutta,Awesome quality 
Buy HIGHLANDER Men Olive Green & Black Slim Fit Checked Casual Shirt  - Shirts for Men 11780934 | Myntra,4.3,₹532,7 July 2025,5,Ananya Kundu,I have ordered in 2024 but still now I am using....so nice....no colour fade ..no quality issue 
